"","Rating","Review","lang"
"589",3,"I booked an excellent deal on the Hotel from Holiday inn site the 3 nights costs was 118 Pounds including a voucher for 100 Pounds on Food and beverage that was enough for 3 breakfasts and 2 dinners for a single occupany . the location is a minute away from glocuster Tube station and all Fast Food restaurants were a minute away too . The hotel has an excellent restaurant and breakfast was excellent . The minuses are the rooms are so small , not very well maintained and WIFI was not much relaible but at 10 pounds a night for 3 nights was ok . Also check the offers they dispaly along the place as they package breakfast and WIFI together in the hotel not on the site","en"
"590",4,"At a reasonable rate, just round the corner from Bayswater tube station, the room was small, but all I was doing was sleeping and showering. Situated in a quiet neighbourhood, noise was no problem, 24 hr manned reception was an advantage as I left early in the morning. 0430 walking to Paddington, no problem, felt completely safe. This hotel will be on my list to use again.","en"
"591",3,"London is an expensive city, so for our long weekend vacation we were researching cheap but clean and nice hotels located no more than 20 minutes away by public transport from the main attractions. At the last minute we decided to stay close to Victoria Station (we were flying into Gatwick Airport, 30 minutes by train from Victoria), and pay the price for the location. From Victoria, we walked for 10-15 minutes to the hotel, but it is also possible to ride the bus or the tube to Pilmico, aprox. 1 block away from the hotel. The hotel was clean and the staff helpful, the room was very small but fine for what we do in a hotel when vacationing: just sleep. The breakfast was abundant and good, although the menu was the same every day. By staying in this location we were able to ride the bus and the tube to the main attractions and not worry about tickets or cabs, just bought the Oyster card at the airport and had peace of mind. I would recommend the hotel for one or two nights maximum.","en"
"592",3,"We stayed two days in London. We chose this hotel because of its location on the south bank of the Thames, at the south side of Westminster Bridge. Easy walk to the Underground across the bridge. Rooms were nice but lighting poor and bathroom amenities limited. Staff very helpful. Overall, a nice hotel but you pay a lot for what you get.","en"
"593",3,"I must praise the Springfield Hotel where i stayed for 4 nights. It is a B+B hotel. The staff were friendly. The breakfast was very good with excellent sausages. The room was warm, but not too warm, with a lovely ensuite shower. TV had the 5 UK channels. Beds were comfortable and clean, and were made up each day. Any towels used were changed daily. Location was very easy and quick for access to the tube at Paddington. Check out is 11am but i had some time to kill before i had to go for my train and i sat in the reception sitting room watching the large TV, very comfortable. The only downside was one that they can't help - the traffic noise. Sussex Gardens can be a noisy road, but the same would be true for any of the many B&Bs on this road. Thumbs up.","en"
"594",5,"It was our first visit to London. We were a bit afraid of what kind of hotel we will get, because we heard quite negative things about London and its hotel accomodations. We arrived late in the evening and we had no problem finding the hotel - the bus stop is right in front of it. There are a lot of bus lines driving frequently to the city centre from this area. It takes about 20mins to get to the centre and the tourist attractions. The staff was very very friendly, helpful and they even talked to us in German. We were very surprised- in a positive way when we saw our room. It was modern, the bathroom was new and all in all everything was really clean. We felt secure in the area and there were not so much tourists around - which was really good to see also this part of London. The English breakfast (if you like sausage and meat in the morning) was good, the restaurant looked quite interesting and we regret, that we did not had a dinner there. All in all we were glad to stay in this hotel and we can recommend it and would also book it when we will be going next time to London.","en"
"595",2,"Less than a minute's walk from Paddington Station! The hotel lobby and hallways were very clean, and the staff very friendly and helpful. The room was very clean as well, and we also had plenty of hot water for showers. Breakfast was excellent, and was pleasantly surprised to be able to have a ""Full English"". The breakfast was served quickly, and again, the staff were very friendly and helpful. The only gripe I have of the place, is that the walls and room door seem rather thin, and we could hear the couple in the other room quite well, as well as people walking on the floor above us. It would be nice if they could somehow put in a bit of sound insulation, the next time they renovate the rooms. Still, the cleanliness, location, and breakfast will make me consider getting a room here, again.","en"
"596",5,"From the moment I approached reception I felt welcome, I was early, but my room was made available, i was given a briefing on services available & directed to my room. The bed was the most comfortable I have ever slept in away from home. The breakfast is well presented & delicious, with offers of both hot & cold buffet. The close proximity to tourist attractions & Victoria railway makes this hotel a must.","en"
"597",5,"Everything about this hotel is ultra-luxe, from the room decor to the linens, The neighborhood is likewise. Minutes to the park, Bond Street, Harrod's, etc. The very best place to stay. Highly recommend,","en"
"598",5,"Absolutely first class stay. Perfect location on bruck lane, so easy to access so much of london so easily. We opted for a bigger room as we've stayed for week. Amazing, friendly and helpful staff. Beautifully clean, room with all mod cons, fully digital and lots of clever storage. free teas and coffees and relaxed contemporary space downstairs. The only tiny quibble was no hooks in the bathroom, but otherwise perfect","en"
"599",2,"We stayed in this hotel in September, as a short stopover from Australia. I cannot thank enough General Manager of the hotel Mr. Volkan Reisoglu and Guest Relations Manager Maria Yakunina for their great service. We are light sleepers, and we knew the location of the hotel is in a very busy road. They found the most quiet room at the back of the hotel that would meet all of our needs. They even kept for us this particular room. We have arrived early, at 9 a.m. Room was ready in spite of early check in. It was extremely important for us after 24 hours flight. In addition, Maria has booked for us ""sold out"" tickets to the theatre. My husband left sunglasses in the room and Maria sent them to Sydney free of charge. My tips for travellers: let the hotel know about your specific needs before arrival: usually they do everything they could to accommodate your requiest.","en"
"600",5,"We stayed at the Grange City Hotel for three nights as part of a wedding party. I would like to single out a member of the restaurant and bar staff that provided exceptional service, but the truth is....every member of the staff we encountered would be on the list! We met staff from Hungary, Lithuania, Poland, Bulgaria, Romania and Italy. In every single case, the service was exemplary. We also had the opportunity to take advantage of the spa facilities. Again, the staff were every bit worthy of the description ""five star"".","en"
"601",4,"2mins away from the Gloucester Rd metro stop. Located in a nice area with pubs & restaurants around - Tesco is also very close... You can easily catch the London tour red double-deckers when you get on the main road. Basically this is a huge hotel with lots & lots of rooms, and standard rooms are just OK; no problem with heating - don't expect too much. Good breakfast in a cosy atmosphere. Convenient luggage storage room once you get out of the hotel...","en"
"602",3,"We had a 2 bedroom apartment, the second room being only large enough for a single bed. The second single bed was in the main room containing the kitchen and TV so we had to juggle the sleeping children at night when we had finished in the main room. This might suit other families / groups but was awkward for us. The bathroom was compact but good. The double bed was hard and uncomfortable but the room we had was at the back of the building and was extremely quiet. Very clean. No bottle opener or wine glasses which you would expect in a room with a kitchen. Oven worked well. Helpful staff.","en"
"603",5,"We stayed on the third floor in a twin bed room. The room was larger than I expected for central London and the bathroom was huge! Our view was the courtyard and nothing to write home about. The linens were lovely, and the mattress was adequate. The hotel staff was super friendly and accommodating. We asked for extra towels and they were brought right up. The only criticism was that the concierge wasn't very knowledgeable, available or helpful. The gym was medium sized but had everything I needed. We used the gym every day. It was clean, had fresh towels, water and wipes for the machines. The hotel is a bit of a labyrinth with connecting buildings and stairs so be mindful of bringing your own bulky luggage to your room as it may be difficult for some. The location is a little north of the area we wanted to spend most of our time in, but the tube station is steps away from the hotel entrance and there are multiple bus routes that can easily accommodate after midnight when the tube shuts down. Also, lots of coffee shops, grocery stores, quick bites and a pharmacy are literally on the same block as the hotel. Although we didn't have time to go, the hotel seemed to have a very happening restaurant and bar with lovely Jazz music playing that we heard as we walked through the small but well appointed lobby area. Free wifi as well.","en"
"604",5,"Internet service in rooms and throughout the hotel is very, very bad. Only a few times each day was there enough bandwidth to even use it. The connection is fine, but it does not support the traffic. Honestly, when riding the London underground I could connect to Virgin mobile when the train stopped and pull down a page faster than at the Corinthia. I complained, and the manager seemed to care, although he mostly implied it was working fine for everyone else?? Forget about skype or facetime calls to friends back home and you could never upload a photo in a e-mail, difficult just sending an e-mail. All the other fantastic reviews people have offered are true and that needs no more comment on my part. But since many people that use TripAdvisor to find this hotel initially will continue to use TripAdvisor for restaurants or activities it may be worth mentioning you will be sitting in the Starbucks near the hotel to surf the internet. I think for $600 per night the internet service should be better. Be careful with the excuse the manager will offer in response to my comments - we tried PC, IPad, Iphones... nothing worked well at the Corinthia but everything worked fine at Starbucks, you can do the math.","en"
"605",5,"We were visiting Europe for our third anniversary starting in London and visiting few other countries. And boy, did we start right ? I had exchanged some emails with the manager few weeks before arriving and informed them of the special occasion. Reception was extremely pleasant and offered us an upgrade. Room was quiet spacious, especially by the European standards. Housekeeping was immaculate. If there was a let down, it was the room service. Food wasn't quiet up to what one would expect from a hotel of this caliber. But their overall hospitality more than made up for it. Highly recommended !!","en"
"606",5,"We stayed here for our 10 year wedding anniversary and would definitely go back. We were upgraded to a vibe room which was really impressive. Great view! Loved the funky lighting. Champagne and strawberries in our room which was a really nice touch. Views from the radio roof top bar were beautiful. Staff really friendly, can't wait to return....","en"
"607",4,"Pub with accommodation, nice and cozy, only downside is traffic noise from the Hammersmith Rd, but not too bad. Will come back next time I'm in town, it's so much more charming than a standard hotel!!","en"
"608",4,"Excellent staff and went out if their way to provide great service with a great attitude . Thank you and I will stay here again. The room was clean and ordinary however I expected as much with the value weekend rate. The rooftop bar brings great views and a very cosmopolitan clientele","en"
"609",4,"We chose to stay here last minute - literally and check-in was quick, efficient and easy, the receptionist was very friendly and warm, it was a pleasure to have such a warm welcome. We were given a choice of floors, 2nd 3rd or 6th but were not advised of renovation works on the floor we chose. Surely this should be stated when given the option? So we get in, settle, return to the bar for a drink before crashing after a long journey from Devon. Our nap was disturbed by the refurbishment work, constant drilling and knocking. We mentioned this to customer services who were apologetic and we were moved with no hassle at all. Cannot fault the staff for efficiency and professionalism throughout. The room we moved to was fantastic and well away from the noise, well decorated, modern and clean. Nice little touch in the bathrooms for screening out the whole room but allowing some natural light to still get through. We spent only a matter of hours in our room but frequented the bar which was always a welcome stop off before and after our journey out. The drinks here are standard prices. Remember to book your room before as the ""walk in"" price is substantially more than you can get it for elsewhere. Overall Comfortable Room, Good Facilities, Excellent Location and Friendly Staff.","en"
"610",4,"Booked this because we were visiting the Tower of London and the Shard. Ideally located for both. Lovely hotel, very clean with attentive staff. Breakfast was very good, hot and very well cooked even though it was a buffet. Very close to London bridge station and borough market.","en"
"611",4,"It is a nice place to stay. The rooms are not much big but the services are good enough to stay. I stayed for a week there. On the arrival day it was full, next day I got the room which was booked. Staff was very supportive. I would definitely say that the staff i.e. Niyati, Anna & Albezar were very much friendly. I enjoyed staying there. Location wise it's perfect. You can go to attractive places which I guess are 2-3 miles away..","en"
"612",5,"A single Saturday night stay in London as a break from a hectic few months at work. Great standard of accommodation, lovely decor throughout the hotel and perfect customer service from extremely friendly staff. Great massage in the spa; did not try the gym but it looked very well equipped. Excellent location in the center of London with easy access to the tube. We did not eat in the hotel as we had arranged to meet friends elsewhere, but the bar was very comfortable with a broad range of expertly prepared drinks on offer. As this hotel is very conveniently placed I will likely make use of it again in the future for business trips, and would be more than happy to stay here again for leisure too. My new favourite hotel in London.","en"
"613",4,"We thoroughly enjoyed our stay at this hotel, staff wonderful & very helpful Room sizes excellent clean and well maintained Location excellent, close to tube station eating places & shops. Would stay again when in London","en"
"614",5,"Went to London for a show staying at the St Giles hotel room was great lovely and clean staff were helpful would definitely stay there again it has four restaurants one open 24 hours and a casino it is around the corner from Oxford street so lots of shopping as well","en"
"615",5,"having had an awful experience at there sister hotel (the best western cromwell hotel ) the entire staff could not of been more helpful and freindly to our party LAURA COPPOLA in particular was outstanding her attitude and excellant customer service skills were wonderfull and she made our weekend, nothing was to much trouble the rooms were excellant as well as restaurant and food we will all be using this hotel again in the new year ,thank you all for making this a great weekend.","en"
"616",5,"We enjoyed very much our 4 day stay at this hotel. The staff was just great and atmosphere very friendly. Location is very convenient, easy to get around London and to Heathrow. Our room was silent to sleep. Thanks!","en"
"617",5,"Where to start with this wonderful hotel? I guess the first, although not the most important, thing is its central location – an easy 5 minute stroll from Marble Arch tube station and close to many of London’s attractions and theatres. Next, the building itself: on our first visit about 18 months ago it was undergoing renovation. This has now been completed and although the main structure is obviously old, once inside the décor is modern and tasteful with an air of quiet opulence. The public areas and the bedrooms are immaculately clean and in the bathroom we appreciated hot water without the long wait you get in some older buildings. The air conditioning is unobtrusive and, with a room to the rear of the hotel, we were able to open the sash window without too much traffic noise. The only small complaint is that because the hotel is a conversion from a private house some rooms are rather undersized and in No 405 it was impossible to sit comfortably on the dressing table chair as the bed was too close. But, Hey! Who cares – we just sat on the bed to use the mirror. We had afternoon tea on our first day as we had arranged to meet some family there. Our recommendation is to order one portion for every two people – any more and you’ll be asking for a doggy bag. Similarly breakfast provides enough volume and variety to keep you going all day. Regretfully our schedules have never allowed time to visit either of the restaurants for dinner but we hope to do so on a future stay. We did, however, have a bar meal on our first night and this did not disappoint. Now to the most important element of any hotel stay – the staff. The welcome is warm, cheerful and efficient; the domestic staff are similarly cheerful and professional as are the bartenders and waiters/waitresses. We reckon a good hotel keeps its staff and we recognised many of the faces from our previous visit. More importantly, the faces recognised us and their warm greetings and attentive service made us feel so at home. On our second and last night we saw The Wizard of Oz – a magical experience – and our whole visit was made magical by our stay at the Mostyn. There is now no other hotel for us when we visit London.","en"
"618",4,"A large party of us, with small children stayed here over the weekend. After leaving our luggage at the hotel early, we had a very full day in London before making our way back to check-in. Check-in was very easy, and we were given large family rooms (one double bed and a fold out sofa bed) which easily suited our needs, before we decided to look for somewhere to eat. As the hotel didn't have a restaurant, the staff very kindly provided take-away menus and allowed us to bring take-away food into the bar area, where the children could eat in front of the large telly (which pleased them) and we could still get drinks from the bar. The rooms were very clean and comfortable, and there were no queue's for breakfast the next day, plenty of choice and the food was very nice too. We were told the breakfast was continental, but there was also a choice of english breakfast available too, which was great. The only slight annoyance was the noise levels from other guests, returning in the early hours of the morning being drunk and loud, which kept waking the children","en"
"619",2,"Where to begin? I now know that my expectations for the Atheneum were way too high, but based on reviews here and from Frommer's London with Kids I felt confident in this hotel going in. My complaints are both general in nature and specific, and in truth are too numerous to enumerate here, but I'll list a few. First, we reserved one of the family apartments around the corner, which we thought was going to be nice and quiet. Very, very wrong. Aside from the street noise all night, each of the three mornings we were there the garbage truck arrived at 4:30am to collect the hotel garbage and recycling. The crashing of the refuse and the engine noise/backup beeping lasted 10-15 minutes. Then the toilet in one of the bathrooms flushed with no discernable pattern: sometimes it was after 1 pressing of the lever, sometimes it took 3-5 presses, and sometimes it didn't flush at all. Lastly, and most dishearteningly for a hotel which purports to be a family-centered hotel, the management unwisely booked a group of 50 young urban professional/business types who were given breakfast privileges from 7:00 to 8:30am each morning for 5 weeks. Everyone else who was not a part of this elite group was asked to wait it the bar area until they finished! Even latecomers from this group were given tables while others were forced to wait. After I complained (much to the embarrassment of my 3 kids) the maitre d' and front desk staff awoke from their dream that everything was going perfectly well as my family and at least 2 other small groups of hungry, paying hotel guests waited as the important businessmen and women came and went as they pleased. Needless to say, we ordered room service breakfast the next two mornings and enjoyed cold waffles and eggs in our rooms. The bottom line on this place: they seem to think that having a children's concierge and a playroom with stuffed animals is all it takes to call a hotel ""family friendly."" It doesn't. They give off the feeling that they're in over their heads and not as on top of things as they should be.","en"
"620",5,"When I come to London I always choose new or renovated hotels as you never know what you will get. Park Plaza has great location short walk from Waterloo station and is well built new business hotel with all modern amenities one can need. I upgraded to Iconic one bedroom suite and the room was huge with separate living room, great bathroom and super comfortable bedroom. What was truly memorable was the view of the Houses of Parliament. I have seen some views in my life, but this was one surely on the top of the list. Otherwise as with any huge business hotel, the service was fine, nothing to remember so if you expect personal service, this is not your hotel.","en"
"621",5,"First stay at this hotel. I booked this for my anniversary for one night. I originally booked a standard guest room, after a quick phone call to reception I was upgraded to executive room for 25GBP and the helpful lady also arranged a cake and fruit for us in the room with a small. Location is really good, minutes walk fro Holborn. The hotel itself seems new and fresh. Thank-you to all at the Doubletree.","en"
"622",1,"Visited midweek and had twin room for friend and myself. £100 a night gets you a dirty brown room with sink and a shared toilet. No shower/bath. Dirty old carpets and ancient brown curtains and bed cover, it's truly wretched and makes me embarrassed that this is what foreign visitors have to contend with. The 'breakfast' was choice of full English or continental. As a veggie i chose continental, though what continent this alludes to i'll never know as I was given 3 slices of white toast and instant coffee! Really? Is this what we've come to expect for £100 a night? The massive signs saying 'No refunds under any circumstance' show that refunds are probably the most requested item there. Just awful.","en"
"623",3,"Stayed two nights as I had some birthday treats in London. Good location near shops, transport and especially the Royal Albert Hall. Stayed on second floor, very quiet. Yes the rooms are small but perfectly suited our needs. TV is fine, got a WiFi code (after 10pm) very easily. Breakfast was good as it encouraged me not to have the full English! Staff very pleasant and attentive.","en"
"624",5,"We had a great welcoming from Georgiana CHIFU. With a professional way she guide us to rich our destinations. is been a nice stay, the room had a beautiful view, quiet and very clean. We will be back again!","en"
"625",1,"Just had a two night stay here with my wife and will definately use it again. Very handy for the Westminster, and the Italian up the road is well worth a visit.","en"
"626",5,"After reading some reviews about The Rubens on this website, I decided to give it a try. I am very happy to say that this is so far my favorite hotel for the price I usually book for - usually no more than 200 pounds. I am a minimalist and many people complain about the rooms decor. True, the hotel is a bit special and rooms seems to be individually decorated. I really like this idea, as no stay is the same. I came across description of ""the friendliest personnel ever"" and was a bit skeptical. Can personnel really make a difference? When you enter this hotel, you will find out. The personnel makes a huge difference! I was accepted in a kind, open manner and they were willing to help me out with whatever. If hotel is not full, you will probably be able to choose a color scheme of your room, so just ask when checking in. Now about the room. The room is London standard size (that is, quite small), but I didn't miss a thing. The bed was very comfortable. Apart from towels, bathrobes are provided, which makes a stay very cosy. In the bathroom, you will find a fresh flower for you, a nice touch. Very important (for me, at least), I found a big (!) tea cup together with the tea boiler AND a tea kettle. Wow! No smallish cappuccino cups for tea boiling! Makes all the difference. The tea selection is upscale as well. No cheapest tea bags 2-3 years old. I believe enough place was provided for overweight persons to sit on the toilet, which is not always the case in London. The room had a tv as well, a small comfortable chair and a writing desk. I got a room full of mirrors, so as long as the lights were on, I had to get to know myself better. The room was first floor and no view. I could hear some sounds from the hall, when the neighbor arrived, but soon everything was quiet. Still, I recommend ear plugs as usual. When I checked out, I didn't realize I left something very important in the room (it fell on the floor). Super important. I would be in big trouble loosing it. I asked about it when picking up my luggage and already gave up hope ever to see it again. The maid was called in by a friendly and helpful personnel and she has already packed my belonging to a neat bag and handed it to me. A complete miracle, if you ask me. I just hope the rates of this hotel don't go up too much from us reviewing it, as I would really really like to keep it as my business stay in London. Free wireless is provided to make preparations for business meetings easier. Or to stay in touch with your friends and family. The hotel has excellent location close to the palace, obviously, but also close (walking distance) to Victoria station, thus very convenient if you fly in to Gatwick and then you take the express train. You will find quite interesting shops nearby, not only the ones with some palace inspired tourism. Service in this hotel deserves A plus or - 6 our of 5 (not possible on this site).","en"
"627",3,"We stayed at the St Ermin's hotel for the weekend. The hotel is walking distance from the London Victoria station, where our train from Gatwick airport arrived. The check-in was efficient and friendly, and we were given a nice room. The hotel is in a safe and quiet area. Our rate did not include breakfast, so no comments on that. There were loads of TV channels. and there was a very nice selection of teas and coffee in the room. The hotel toiletries were good ones. Positive: The exciting history of spies (have you seen Tinker Tailor Soldier Spy?), and the fact that the hotel keeps bees and makes their own honey. The lobby which looks like a huge wedding cake. Negative: No free wifi connection. Slow lifts (just take the stairs in the morning). The price is quite high by international standards, but in London, I think this place was good value for money. Would definitely consider returning to this hotel next time I visit.","en"
"628",5,"TV in the tub, check. Beautiful room, check. Umbrella, ironing board, iron, in-room safe, check. Silver ice bucket, check. Leather desk accessories, multiple phones, check. Rain head shower, check. ipod docking station, free wi-fi, lighted makeup mirror, check. 6 hugh down pillows and the best mattress ever, check. Dressing room with plenty of hangers, check. Wonderful customer service, check. Super cool bathroom door handles, check. Towel warmer, slippers, rob, check. 5 minutes from Travalgar Square. Really want to move in and live here, check. Even the carpeting is beautiful. It's expensive, but worth every penny and if you coming to London for a vacation, it's worth the upgrade!","en"
"629",4,"We booked in on a Friday night fro two nights. Room was clean and the heating/air conditioning is easy to use and means you can have your room exactly at the temperature you like it. The windows open so you can have 'real' air - I'm not sure fresh is the right word for London air LOL Bathroom was one of the cleanest I've experienced in a hotel. Unfortunately the mattress was VERY uncomfortable which was a disappointment given the advertising and the hotel printed brochure which describes their wonderfully comfortable beds. I kept being poked by springs and ended up sleeping on the sofa instead - which isn't as bad as it sounds as it is meant to be an extra bed I think - the mattress on that was more comfy anyway. Breakfast will be fine as long as you like the standard offerings and don't mind boiled mushrooms. It is entirely self service. If you want porridge, or vegetarian sausages (which are delicious by the way) or eggs cooked in any way other than scrambled, you will need to find a member of staff and ask them and then good luck as to what order or when things will arrive. So don't expect to get everything hot and all in one go. Think of it as a buffet and then you won't be disappointed. We had some food from the restaurant in the evening and took it back to our room - can recommend the Tempura Prawns and the Duck Parcels. Staff were very friendly and helpful.","en"
"630",3,"This hotel used to be cheap but nice - over the years it seems to have deteriorated and become more run down. This is especially visible in the rooms - our room had clearly seen better times. It was also rather noisy, with the traffic at Russell Square providing a constant background noise. Somebody should invest in the hotel - if not they will lose out against Premier Inns and IBIS and other budget chains, that have more quality to offer.","en"
"631",3,"This hotel is well priced for the quality and location £90 on a sat night. Quick check in, room was clean enough even if a bit outdated, plenty of lifts for such a large hotel which meant no hanging around. Had a breakfast in the bar which wasn't so good, appeared to be the left overs from the morning buffet, but hey if I hadn't had a lie in I'd have been at breakfast on time!! Overall a good experience and a hotel I'd stay at again and recommend.","en"
"632",4,"Friendly reception staff who were very helpful with directions to various places. Our room was very suitable for the two of us. Beds were comfortable and everything was clean and in good condition. Rooms very quiet even though the hotel is situated near a busy road and nearby rail service. Breakfast included and of a good standard.","en"
"633",4,"After first coming across the Premier Inn London County Hall on a day trip to the Capital, it seemed a good choice for a longer stay. The taxi from Euston Station couldn't drop us off right outside the hotel due to parking restrictions but the drop off was literally feet away and it wasn't too much of a problem to reach the entrance to the hotel. I thought the hotel was really good, the lobby was quite large with various drink and snack vending machines, as well as essentials such as toothbrush, toothpaste etc that you might have forgotten. The lifts were pretty fast, and after a certain time you needed a hotel key card to access them so the rest of the hotel seemed pretty secure. Our room was huge, and I mean huge, with two comfortable double beds, desk, chair, wall mounted tv and luggage storage area. The bathroom was adequately equipped with a bath and a shower, with shower gel and shampoo in a dispenser on the wall. Wi-fi was free for 30 minutes and you had the option of purchasing more if you needed/wanted it. You can store your luggage for free in the hotel, just ask at reception, which is useful if checking out and not leaving the hotel immediately. We didn't use the bar or restaurant on site, instead using the Slug & Lettuce pub opposite the hotel for breakfast and various Subway/McDonalds fast food outlets in the surrounding area for lunch etc. The best part about this hotel for me was the location, you are right behind the London Eye and other attractions such as the London Dungeon and Sea Life Aquarium. Waterloo station is a less than five minute walk away with transport links and underground station. A taxi rank is right next to the hotel if you prefer overground travel, and a bus stop for the open-top bus tours of London is right on the main road. Overall I felt that this hotel gives good value for money in London and I would definitely book again in the future.","en"
"634",5,"5 day stay. Great staff. Great location, near Big Ben, but very quiet. Super clean rooms and good beds. Good bkfst, but busy so allow some time. Great bar (cold beer and great wine selection) and excellent Iliey coffee bar. Highly recommend, good value for the price.","en"
"635",5,"Hyatt Regency properties are not supposed to be this luxurious, but the Hyatt Regency London-the Churchill is just that, luxurious. The only thing I thought was not so great was the fact that the bedroom of the suite was not actually separated from the living room area. Other than that, it was a pretty amazing property. The location was quite good, close to a tube station. The service was also just wonderful. I would stay there again if other hotels I'd like to try are not available.","en"
"636",4,"Great location for a great price! We took a family room for ourselves and boys aged 10 and 7. Staff were friendly and on arrival we didn't like the first room they showed us and so they moved us into another room much more to our liking without any fuss at all. The location is perfect for a few day stay in London - we used the Big Bus tour company to get around (located just round the corner on Westminster Bridge) and also walked to a good amount of places aswell, London Eye being on the doorstep, but Buckingham Palace and Covent Garden were within reach. Eating out was great - lots of choice, we had good meals in the Italian directly opposite the hotel in eth little square by Town Hall and the boys loved the conveyor belt system at Yo Sushi just further round the corner from the Italian. We visited The London Eye, The Tower of London, took a cruise on the river, visited the Natural History Museum, the Science Museum, Hamleys Toy Store, Trafalgar Square, Buckingham Palace, Covent Garden - we need to go again to visit the rest! All in all a fantastic London visit and would not hesitate to stay at Premier Inn - Waterloo again. Breakfasts were good and filling with a good amount of choice, full English plus cereal, muffins, yoghurt, pastries etc... a good start to the day.","en"
"637",4,"I love this hotel and I almost don't want to tell anyone about it so it doesn't get more expensive and/or book up. It's a stones throw from the Earls Court tube stop, so it's convenient to get to from Heathrow and also very convenient to the rest of London. It's on a quiet street overlooking a key garden, so you feel like you live there, not just passing through. Lift is slow and small, but stairs are also available. Single room doesn't feel cramped. Furnishings are older, but in fairly good condition. Linens are clean, but pillows could do with some fluffing. Good water pressure in shower. Good channel selection on TV. Older building, so it creaks at night, but I only noticed it when I stayed in the room with the bed near the door. Have stayed 2 years in a row and would come back in a heartbeat!","en"
"638",3,"I stayed here in August of 2004 for two nights on my arrival to London, and one night on my return two weeks later. This is a 2 star hotel, so don't expect anything other than that. Decent location near the Earls Ct. and Glouchester Rd. tube stops with plenty of restaurants and shops nearby. I had a room on the 4th floor (no elevator) that was clean and spacious. The carpet appeared to be new and the bathroom was modern and well-kept. A negative with the room was that the walls had some questionable marks or smears on them. The second room on my return trip wasn't as nice as the first room. It was a little dingier and smaller and the bathroom was older and not as clean. I think the hotel has gone through some renovations, and the second room hadn't been renovated yet. When checking in or making reservations, ask for a room that has been renovated with new carpeting. Not sure the significance, but the first room that I stayed in that was renovated was on the 4th floor. The second room I stayed in that wasn't renovated was on the 1st floor. Might be a safer bet asking for a room upstairs if you can make it up there without an elevator. The staff was very friendly and helpful. The woman at the front desk was Polish and noticed that my traveling companion had a Polish name. She gave us the 'Polish' discount - 30 pounds a night! Unreal price in a very expensive city. Call to reserve a room instead of booking online, you can get a cheaper rate. They also stored our luggage in a storage closet for an entire day after we checked out so we wouldn't have to lug it around the city with us. All in all, a good hotel for the price. Don't expect anything more than a 2 star hotel though. If you're looking for a cheap place where you can lay your head down at night, this is the place. If you're looking for a place to spend a lot of time and feel like you're staying at a hotel in the States, get a room at the Best Western or Holiday Inn down the road.","en"
"639",3,"WE were a party of 10 staying in this hotel and eating in Brasserie on the Saturday evening. Beware the hidden and 'voluntary' 12.5% service charge which will appear on your bill. A whopping £55 had been added to ours. We were concerned that this money would never reach the waiting staff so deducted it. The intention was to leave the tip on the table or find the excellent waitress who had taken the order etc. The person who collected our cash came back to point out that we had not paId the correct amount. I challenged her and after some tooing and froing on her part she 'let it through'. Good of her! There is no mention of this charge on the menu. When I asked her if the menu stated we had to pay this charge she said 'not exactly' Because we were 10 individuals I guess we read the bill. How many people just pay up? If you pay by card where does that 12.5% end up??","en"
"640",5,"We had one night before our early Eurostar departure. Our room was newly refurbished, spotless and ideal for our needs. Staff were friendly and helpful. You don't get frills such as shampoo but the bed is supremely comfortable - this was our second stay and I suspect I will be back.","en"
"641",5,"Having had the good fortune over many years of experiencing the hospitality of some of the premier hotels on a number of continents, I was not expecting to be ""blown away"" by the quality of The Chesterfield Mayfair. I anticipated I would be staying at a first-class Mayfair hotel. Nothing more, nothing less. There are quite a few of those, and I know some of them quite well. I could not have been more mistaken. The Chesterfield Mayfair struck me as unique from the moment I walked in the door. What I had found was a boutique jewel box of a hotel. I was greeted so warmly and effusively at the front desk by Madeline and her colleagues that it seemed they had been eagerly waiting all day for just my arrival. During the course of the next three days, I realized that the entire staff of the hotel was the epitome of professionalism, graciousness and quiet competence. This extends from the efficient doorman, through to the concierge and the excellent wait staff in the the bar and in Butler's, the superb restaurant on the premises. (Try the Sunday roast if you are there on the weekend. It is the quintessence of tradition and quality, served by the highly competent Antonio and his colleagues.) It is obvious that the management of The Chesterfield Mayfair expects nothing but the best from the staff, and the personnel deliver what is expected of them and what they have been so well trained to do. The bedroom/suite itself, like the rest of the hotel, was immaculate. It truly was a home away from home. And Mayfair, of course, is a most delightful part of London, one of the truly great cities of the world. The Chesterfield Mayfair is a gem. I can't wait to return. I know I shall, like all guests, be welcomed as an old and valued friend. Robert M. Toronto","en"
"642",3,"Great Hotel perfect position . Sadly very mean with Tea Bags and milk did not replace either and when my husbNd went down to the desk They said someone would deliver your room but they never arrived . Most people want a drink of tea or coffee as they get out of bed just to feel human first thing . The hotel lets itself down by these small but important things .","en"
"643",5,"At my absolutely favorite hotel in the world. It truly feels safe, cosy and like a home from home. So pleased it's back on our list of corporate approved hotels. And the staff seem even more friendly and helpful than usual. Keep up the good work!","en"
